"ID"	"date"	"taxa"	"AQEM_taxon_ID"	"group"	"family"	"genus"	"abundance_m2"	"generation_time"	"sensitive"	"exposed"	"refuge_taxon"	"SPEciesAtRisk"
"S66"	"2019-06-03"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	504	0.58	0.16	0	1	0
"S66"	"2019-06-03"	"Holocentropus dubius"	5487	"Trichoptera"	"Polycentropodidae"	"Holocentropus"	0.8	1	-0.06	1	1	1
"S66"	"2019-06-03"	"Hydropsyche saxonica"	5602	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	6.4	1	-1.03	1	1	0
"S66"	"2019-06-03"	"Hydropsyche siltalai"	5604	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	1.6	1	-1.03	1	1	0
"S66"	"2019-06-03"	"Hydropsyche sp."	5605	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	16	1	-1.03	1	1	0
"S66"	"2019-06-03"	"Lepidostoma basale"	5713	"Trichoptera"	"Lepidostomatidae"	"Lepidostoma"	0.8	1	-0.06	1	1	1
"S66"	"2019-06-03"	"Halesus radiatus"	5376	"Trichoptera"	"Limnephilidae"	"Halesus"	0.8	1	-0.06	1	1	1
"S66"	"2019-06-03"	"Chaetopteryx fusca/villosa"	8826	"Trichoptera"	"Limnephilidae"	"Chaetopteryx"	7.2	1	-0.06	1	1	1
"S66"	"2019-06-03"	"Eloeophila sp."	9654	"Diptera"	"Limoniidae"	"Eloeophila"	0.8	1	-0.35	0	1	0
"S66"	"2019-06-03"	"Oligochaeta Gen. sp."	8736	"Oligochaeta"	"Oligochaeta"	"Oligochaeta"	1.6	0.5	-1.1	1	1	0
"S66"	"2019-06-03"	"Ancylus fluviatilis"	4310	"Gastropoda"	"Planorbidae"	"Ancylus"	0.8	1	-1.94	1	1	0
"S66"	"2019-06-03"	"Rhyacophila s. str. sp."	7456	"Trichoptera"	"Rhyacophilidae"	"Rhyacophila"	0.8	1	-0.06	1	1	1
"S66"	"2019-06-03"	"Elodes sp."	17791	"Coleoptera"	"Scirtidae"	"Elodes"	9.6	1	-1.15	1	1	0
"S66"	"2019-06-03"	"Sericostoma flavicorne/personatum"	9747	"Trichoptera"	"Sericostomatidae"	"Sericostoma"	4.8	1	-0.06	1	0	0
"S66"	"2019-06-03"	"Sialis fuliginosa"	6821	"Megaloptera"	"Sialidae"	"Sialis"	1.6	2	-0.06	1	1	1
"S66"	"2019-06-03"	"Sialis nigripes"	9781	"Megaloptera"	"Sialidae"	"Sialis"	1.6	2	-0.06	1	1	1
"S66"	"2019-06-03"	"Simulium sp."	6853	"Diptera"	"Simuliidae"	"Simulium"	4.8	0.38	-0.46	1	1	0
"S66"	"2019-06-03"	"Sphaerium corneum"	6882	"Bivalvia"	"Sphaeriidae"	"Sphaerium"	4	1	-2.09	1	1	0
"S66"	"2019-06-03"	"Dugesia sp."	5021	"Turbellaria"	"Dugesiidae"	"Dugesia"	11.2	1	-0.43	1	1	0
"S67"	"2018-06-08"	"Asellus aquaticus"	8691	"Crustacea"	"Asellidae"	"Asellus"	36.8	0.5	-0.46	1	1	0
"S67"	"2018-06-08"	"Baetis vernus"	4427	"Ephemeroptera"	"Baetidae"	"Baetis"	1.6	0.5	-0.25	1	1	1
"S67"	"2018-06-08"	"Baetis rhodani"	4415	"Ephemeroptera"	"Baetidae"	"Baetis"	6.4	0.5	0.02	0	1	0
"S67"	"2018-06-08"	"Chironomini Gen. sp."	4644	"Diptera"	"Chironomidae"	"Chironomini"	6.4	0.42	-0.39	0	1	0
"S67"	"2018-06-08"	"Tanypodinae Gen. sp."	6972	"Diptera"	"Chironomidae"	"Tanypodinae"	7.2	0.42	-0.39	0	1	0
"S67"	"2018-06-08"	"Dicranota sp."	4955	"Diptera"	"Pediciidae"	"Dicranota"	43.2					
"S67"	"2018-06-08"	"Pomatinus substriatus"	18659	"Coleoptera"	"Dryopidae"	"Pomatinus"	3.2	2	-1.15	0	1	0
"S67"	"2018-06-08"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	15.2	0.58	0.16	0	1	0
"S67"	"2018-06-08"	"Hydrophilidae Gen. sp."	18186	"Coleoptera"	"Hydrophilidae"	"Hydrophilidae"	1.6	1	-0.89	1	1	0
"S67"	"2018-06-08"	"Limnephilus lunatus"	5837	"Trichoptera"	"Limnephilidae"	"Limnephilus"	1.6	1	-0.06	1	1	1
"S67"	"2018-06-08"	"Chaetopteryx fusca/villosa"	8826	"Trichoptera"	"Limnephilidae"	"Chaetopteryx"	1.6	1	-0.06	1	1	1
"S67"	"2018-06-08"	"Nepa cinerea"	6118	"Heteroptera"	"Nepidae"	"Nepa"	0.8	1	-0.56	1	1	0
"S67"	"2018-06-08"	"Sialis lutaria"	6822	"Megaloptera"	"Sialidae"	"Sialis"	3.2	2	-0.06	1	1	1
"S67"	"2018-06-08"	"Tipulidae Gen. sp."	8487	"Diptera"	"Tipulidae"	"Tipulidae"	6.4	0.5	-0.35	0	1	0
"S68"	"2018-06-15"	"Anabolia nervosa"	4300	"Trichoptera"	"Limnephilidae"	"Anabolia"	0.8	1	-0.06	0	0	0
"S68"	"2018-06-15"	"Anisoptera Gen. sp."	9342	"Odonata"	"Anisoptera"	"Anisoptera"	0.8	1.5	-0.96	1	1	0
"S68"	"2018-06-15"	"Asellus aquaticus"	8691	"Crustacea"	"Asellidae"	"Asellus"	158.4	0.5	-0.46	1	1	0
"S68"	"2018-06-15"	"Bithynia tentaculata"	4462	"Gastropoda"	"Bithyniidae"	"Bithynia"	5.6	1	-1.82	1	1	0
"S68"	"2018-06-15"	"Ceratopogoninae Gen. sp."	10725	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae"	0.8	0.33	-0.35	1	1	0
"S68"	"2018-06-15"	"Tanypodinae Gen. sp."	6972	"Diptera"	"Chironomidae"	"Tanypodinae"	49.6	0.42	-0.39	0	1	0
"S68"	"2018-06-15"	"Prodiamesa olivacea"	6583	"Diptera"	"Chironomidae"	"Prodiamesa"	1.6	0.42	-0.39	0	1	0
"S68"	"2018-06-15"	"Colymbetinae Gen. sp."	17652	"Coleoptera"	"Dytiscidae"	"Colymbetinae"	0.8	1	-0.81	0	1	0
"S68"	"2018-06-15"	"Agabus guttatus"	17477	"Coleoptera"	"Dytiscidae"	"Agabus"	0.8	1	-0.81	0	1	0
"S68"	"2018-06-15"	"Erpobdella nigricollis"	5158	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	2.4	1	-0.41	1	1	0
"S68"	"2018-06-15"	"Erpobdella octoculata"	5159	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	4.8	1	-0.41	1	1	0
"S68"	"2018-06-15"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	160	0.58	0.16	0	1	0
"S68"	"2018-06-15"	"Potamopyrgus antipodarum"	8251	"Gastropoda"	"Hydrobiidae"	"Potamopyrgus"	4	0.75	-1.82	1	1	0
"S68"	"2018-06-15"	"Limnephilus lunatus"	5837	"Trichoptera"	"Limnephilidae"	"Limnephilus"	51.2	1	-0.06	1	1	1
"S68"	"2018-06-15"	"Pilaria sp."	6403	"Diptera"	"Limoniidae"	"Pilaria"	4	1	-0.35	0	1	0
"S68"	"2018-06-15"	"Omphiscola glabra"	6191	"Gastropoda"	"Lymnaeidae"	"Omphiscola"	0.8	1	-0.64	1	1	0
"S68"	"2018-06-15"	"Noteridae Gen. sp."	18487	"Coleoptera"	"Noteridae"	"Noteridae"	0.8	1	-1.15	1	1	0
"S68"	"2018-06-15"	"Physa fontinalis"	6395	"Gastropoda"	"Physidae"	"Physa"	3.2	1	-1.64	1	1	0
"S68"	"2018-06-15"	"Pisidium amnicum"	6409	"Bivalvia"	"Sphaeriidae"	"Pisidium"	4	1	-2.09	1	1	0
"S68"	"2018-06-15"	"Stratiomyiidae Gen. sp."	8761	"Diptera"	"Stratiomyiidae"	"Stratiomyiidae"	0.8	0.33	-0.35	1	1	0
"S68"	"2018-06-15"	"Tipulidae Gen. sp."	8487	"Diptera"	"Tipulidae"	"Tipulidae"	0.8	0.5	-0.35	0	1	0
"S68"	"2018-06-15"	"Tubifex sp."	7115	"Oligochaeta"	"Tubificidae"	"Tubifex"	0.8	0.5	-0.93	1	1	0
"S68"	"2018-06-15"	"Limnodrilus sp."	5866	"Oligochaeta"	"Tubificidae"	"Limnodrilus"	3.2	0.5	-0.93	1	1	0
"S68"	"2018-06-15"	"Zygoptera Gen. sp."	9343	"Odonata"	"Zygoptera"	"Zygoptera"	6.4	1.5	-0.96	1	1	0
"S69"	"2018-06-08"	"Asellus aquaticus"	8691	"Crustacea"	"Asellidae"	"Asellus"	4.8	0.5	-0.46	1	1	0
"S69"	"2018-06-08"	"Baetis vernus"	4427	"Ephemeroptera"	"Baetidae"	"Baetis"	19.2	0.5	-0.25	1	1	1
"S69"	"2018-06-08"	"Baetis rhodani"	4415	"Ephemeroptera"	"Baetidae"	"Baetis"	4	0.5	0.02	0	1	0
"S69"	"2018-06-08"	"Dicranota sp."	4955	"Diptera"	"Pediciidae"	"Dicranota"	1.6					
"S69"	"2018-06-08"	"Platambus maculatus"	18649	"Coleoptera"	"Dytiscidae"	"Platambus"	1.6	1	-0.81	0	1	0
"S69"	"2018-06-08"	"Ephemera danica"	5124	"Ephemeroptera"	"Ephemeridae"	"Ephemera"	0.8	2	-0.3	1	0	0
"S69"	"2018-06-08"	"Erpobdella octoculata"	5159	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	0.8	1	-0.41	1	1	0
"S69"	"2018-06-08"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	391.2	0.58	0.16	0	1	0
"S69"	"2018-06-08"	"Hydropsyche angustipennis ssp."	21230	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	2.4	1	-1.03	1	1	0
"S69"	"2018-06-08"	"Hydropsyche saxonica"	5602	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	3.2	1	-1.03	1	1	0
"S69"	"2018-06-08"	"Limnephilus lunatus"	5837	"Trichoptera"	"Limnephilidae"	"Limnephilus"	7.2	1	-0.06	1	1	1
"S69"	"2018-06-08"	"Chaetopteryx fusca/villosa"	8826	"Trichoptera"	"Limnephilidae"	"Chaetopteryx"	15.2	1	-0.06	1	1	1
"S69"	"2018-06-08"	"Eloeophila sp."	9654	"Diptera"	"Limoniidae"	"Eloeophila"	2.4	1	-0.35	0	1	0
"S69"	"2018-06-08"	"Elodes marginata"	17786	"Coleoptera"	"Scirtidae"	"Elodes"	12	1	-1.15	1	1	0
"S69"	"2018-06-08"	"Simuliidae Gen. sp."	6842	"Diptera"	"Simuliidae"	"Simuliidae"	256.8	0.38	-0.46	1	1	0
"S70"	"2019-06-03"	"Baetis rhodani"	4415	"Ephemeroptera"	"Baetidae"	"Baetis"	95.2	0.5	0.02	0	1	0
"S70"	"2019-06-03"	"Dicranota sp."	4955	"Diptera"	"Pediciidae"	"Dicranota"	8					
"S70"	"2019-06-03"	"Platambus maculatus"	18649	"Coleoptera"	"Dytiscidae"	"Platambus"	8.8	1	-0.81	0	1	0
"S70"	"2019-06-03"	"Electrogena ujhelyii"	5084	"Ephemeroptera"	"Heptageniidae"	"Electrogena"	1.6	0.5	-0.3	1	1	1
"S70"	"2019-06-03"	"Esolus parallelepipedus"	17820	"Coleoptera"	"Elmidae"	"Esolus"	2.4	2	-1.15	1	1	0
"S70"	"2019-06-03"	"Esolus angustatus"	17816	"Coleoptera"	"Elmidae"	"Esolus"	44	2	-1.15	1	1	0
"S70"	"2019-06-03"	"Elmis rioloides"	17778	"Coleoptera"	"Elmidae"	"Elmis"	24.8	2	-1.15	1	1	0
"S70"	"2019-06-03"	"Limnius sp."	18419	"Coleoptera"	"Elmidae"	"Limnius"	12.8	2	-1.15	1	1	0
"S70"	"2019-06-03"	"Elmis sp."	17779	"Coleoptera"	"Elmidae"	"Elmis"	20.8	2	-1.15	1	1	0
"S70"	"2019-06-03"	"Serratella ignita"	5131	"Ephemeroptera"	"Ephemerellidae"	"Serratella"	13.6	1	-0.3	1	0	0
"S70"	"2019-06-03"	"Ephemera danica"	5124	"Ephemeroptera"	"Ephemeridae"	"Ephemera"	17.6	2	-0.3	1	0	0
"S70"	"2019-06-03"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	304	0.58	0.16	0	1	0
"S70"	"2019-06-03"	"Holocentropus dubius"	5487	"Trichoptera"	"Polycentropodidae"	"Holocentropus"	0.8	1	-0.06	1	1	1
"S70"	"2019-06-03"	"Anacaena globulus"	17503	"Coleoptera"	"Hydrophilidae"	"Anacaena"	7.2	1	-0.89	1	1	0
"S70"	"2019-06-03"	"Hydropsyche siltalai"	5604	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	3.2	1	-1.03	1	1	0
"S70"	"2019-06-03"	"Lepidostoma basale"	5713	"Trichoptera"	"Lepidostomatidae"	"Lepidostoma"	46.4	1	-0.06	1	1	1
"S70"	"2019-06-03"	"Halesus digitatus ssp."	21501	"Trichoptera"	"Limnephilidae"	"Halesus"	1.6	1	-0.06	1	1	1
"S70"	"2019-06-03"	"Halesus tesselatus"	5379	"Trichoptera"	"Limnephilidae"	"Halesus"	3.2	1	-0.06	1	1	1
"S70"	"2019-06-03"	"Limnephilus lunatus"	5837	"Trichoptera"	"Limnephilidae"	"Limnephilus"	0.8	1	-0.06	1	1	1
"S70"	"2019-06-03"	"Halesus radiatus"	5376	"Trichoptera"	"Limnephilidae"	"Halesus"	1.6	1	-0.06	1	1	1
"S70"	"2019-06-03"	"Chaetopteryx fusca/villosa"	8826	"Trichoptera"	"Limnephilidae"	"Chaetopteryx"	11.2	1	-0.06	1	1	1
"S70"	"2019-06-03"	"Elodes marginata"	17786	"Coleoptera"	"Scirtidae"	"Elodes"	71.2	1	-1.15	1	1	0
"S70"	"2019-06-03"	"Simulium sp."	6853	"Diptera"	"Simuliidae"	"Simulium"	5.6	0.38	-0.46	1	1	0
"S70"	"2019-06-03"	"Pisidium sp."	6425	"Bivalvia"	"Sphaeriidae"	"Pisidium"	0.8	1	-2.09	1	1	0
"S70"	"2019-06-03"	"Dugesia lugubris"	5019	"Turbellaria"	"Dugesiidae"	"Dugesia"	9.6	1	-0.43	1	1	0
"S71"	"2018-06-08"	"Anabolia nervosa"	4300	"Trichoptera"	"Limnephilidae"	"Anabolia"	9.6	1	-0.06	0	0	0
"S71"	"2018-06-08"	"Asellus aquaticus"	8691	"Crustacea"	"Asellidae"	"Asellus"	14.4	0.5	-0.46	1	1	0
"S71"	"2018-06-08"	"Baetis niger"	4410	"Ephemeroptera"	"Baetidae"	"Baetis"	0.8	0.5	-0.25	1	1	1
"S71"	"2018-06-08"	"Calopteryx splendens"	4530	"Odonata"	"Calopterygidae"	"Calopteryx"	6.4	2	-0.36	1	1	1
"S71"	"2018-06-08"	"Calopteryx virgo"	4532	"Odonata"	"Calopterygidae"	"Calopteryx"	4.8	2	-0.36	1	1	1
"S71"	"2018-06-08"	"Dicranota sp."	4955	"Diptera"	"Pediciidae"	"Dicranota"	3.2					
"S71"	"2018-06-08"	"Ephemera danica"	5124	"Ephemeroptera"	"Ephemeridae"	"Ephemera"	42.4	2	-0.3	1	0	0
"S71"	"2018-06-08"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	67.2	0.58	0.16	0	1	0
"S71"	"2018-06-08"	"Hydropsyche angustipennis ssp."	21230	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	0.8	1	-1.03	1	1	0
"S71"	"2018-06-08"	"Hydropsyche siltalai"	5604	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	0.8	1	-1.03	1	1	0
"S71"	"2018-06-08"	"Limnephilus lunatus"	5837	"Trichoptera"	"Limnephilidae"	"Limnephilus"	8	1	-0.06	1	1	1
"S71"	"2018-06-08"	"Chaetopteryx fusca/villosa"	8826	"Trichoptera"	"Limnephilidae"	"Chaetopteryx"	0.8	1	-0.06	1	1	1
"S71"	"2018-06-08"	"Stenophylax vibex"	6913	"Trichoptera"	"Limnephilidae"	"Stenophylax"	7.2	1	-0.06	1	1	1
"S71"	"2018-06-08"	"Eloeophila sp."	9654	"Diptera"	"Limoniidae"	"Eloeophila"	0.8	1	-0.35	0	1	0
"S71"	"2018-06-08"	"Radix balthica"	16959	"Gastropoda"	"Lymnaeidae"	"Radix"	4	1	-0.64	1	1	0
"S71"	"2018-06-08"	"Micropterna lateralis"	6021	"Trichoptera"	"Limnephilidae"	"Micropterna"	1.6	1	-0.06	0	1	0
"S71"	"2018-06-08"	"Elodes marginata"	17786	"Coleoptera"	"Scirtidae"	"Elodes"	0.8	1	-1.15	1	1	0
"S71"	"2018-06-08"	"Simuliidae Gen. sp."	6842	"Diptera"	"Simuliidae"	"Simuliidae"	8	0.38	-0.46	1	1	0
"S71"	"2018-06-08"	"Pisidium amnicum"	6409	"Bivalvia"	"Sphaeriidae"	"Pisidium"	12.8	1	-2.09	1	1	0
"S72"	"2018-06-05"	"Asellus aquaticus"	8691	"Crustacea"	"Asellidae"	"Asellus"	470.4	0.5	-0.46	1	1	0
"S72"	"2018-06-05"	"Chironomini Gen. sp."	4644	"Diptera"	"Chironomidae"	"Chironomini"	1281.6	0.42	-0.39	0	1	0
"S72"	"2018-06-05"	"Coenagrionidae Gen. sp."	4723	"Odonata"	"Coenagrionidae"	"Coenagrionidae"	1.6	1	-0.24	1	1	1
"S72"	"2018-06-05"	"Laccophilus sp."	18359	"Coleoptera"	"Dytiscidae"	"Laccophilus"	0.8	1	-0.81	0	1	0
"S72"	"2018-06-05"	"Hydroporinae Gen. sp."	18192	"Coleoptera"	"Dytiscidae"	"Hydroporinae"	0.8	1	-0.81	0	1	0
"S72"	"2018-06-05"	"Dytiscus marginalis"	17763	"Coleoptera"	"Dytiscidae"	"Dytiscus"	3.2	1	-0.81	0	1	0
"S72"	"2018-06-05"	"Elmis sp."	17779	"Coleoptera"	"Elmidae"	"Elmis"	0.8	2	-1.15	1	1	0
"S72"	"2018-06-05"	"Elmidae Gen. sp."	17767	"Coleoptera"	"Elmidae"	"Elmidae"	1.6	2	-1.15	1	1	0
"S72"	"2018-06-05"	"Erpobdella octoculata"	5159	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	20.8	1	-0.41	1	1	0
"S72"	"2018-06-05"	"Erpobdella vilnensis"	5157	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	6.4	1	-0.41	1	1	0
"S72"	"2018-06-05"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	156.8	0.58	0.16	0	1	0
"S72"	"2018-06-05"	"Glossiphonia complanata"	5304	"Hirudinea"	"Glossiphoniidae"	"Glossiphonia"	6.4	1	-0.6	1	1	0
"S72"	"2018-06-05"	"Gyrinus sp."	17874	"Coleoptera"	"Gyrinidae"	"Gyrinus"	1.6	1	-1.15	0	1	0
"S72"	"2018-06-05"	"Hagenella clathrata"	5374	"Trichoptera"	"Phryganeidae"	"Hagenella"	15.2	1	-0.06	1	1	1
"S72"	"2018-06-05"	"Potamopyrgus antipodarum"	8251	"Gastropoda"	"Hydrobiidae"	"Potamopyrgus"	6.4	0.75	-1.82	1	1	0
"S72"	"2018-06-05"	"Hydropsyche angustipennis ssp."	21230	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	0.8	1	-1.03	1	1	0
"S72"	"2018-06-05"	"Oecetis ochracea"	6173	"Trichoptera"	"Leptoceridae"	"Oecetis"	0.8	1	-0.06	1	0	0
"S72"	"2018-06-05"	"Limnephilus borealis"	5820	"Trichoptera"	"Limnephilidae"	"Limnephilus"	0.8	1	-0.06	1	1	1
"S72"	"2018-06-05"	"Hydatophylax infumatus"	5499	"Trichoptera"	"Limnephilidae"	"Hydatophylax"	0.8	1	-0.06	1	1	1
"S72"	"2018-06-05"	"Limnephilus lunatus"	5837	"Trichoptera"	"Limnephilidae"	"Limnephilus"	7.2	1	-0.06	1	1	1
"S72"	"2018-06-05"	"Nepa cinerea"	6118	"Heteroptera"	"Nepidae"	"Nepa"	2.4	1	-0.56	1	1	0
"S72"	"2018-06-05"	"Notonecta lutea"	6137	"Heteroptera"	"Notonectidae"	"Notonecta"	1.6	1	-0.82	1	1	0
"S72"	"2018-06-05"	"Oligostomis reticulata"	6185	"Trichoptera"	"Phryganeidae"	"Oligostomis"	5.6	1	-0.06	0	1	0
"S72"	"2018-06-05"	"Elodes sp."	17791	"Coleoptera"	"Scirtidae"	"Elodes"	2.4	1	-1.15	1	1	0
"S72"	"2018-06-05"	"Sialis lutaria"	6822	"Megaloptera"	"Sialidae"	"Sialis"	2.4	2	-0.06	1	1	1
"S72"	"2018-06-05"	"Pisidium sp."	6425	"Bivalvia"	"Sphaeriidae"	"Pisidium"	1.6	1	-2.09	1	1	0
"S72"	"2018-06-05"	"Tipulidae Gen. sp."	8487	"Diptera"	"Tipulidae"	"Tipulidae"	1.6	0.5	-0.35	0	1	0
"S72"	"2018-06-05"	"Tubifex sp."	7115	"Oligochaeta"	"Tubificidae"	"Tubifex"	12.8	0.5	-0.93	1	1	0
"S73"	"2018-06-05"	"Baetis muticus"	4409	"Ephemeroptera"	"Baetidae"	"Baetis"	0.8	0.5	-0.25	1	1	1
"S73"	"2018-06-05"	"Dicranota sp."	4955	"Diptera"	"Pediciidae"	"Dicranota"	0.8					
"S73"	"2018-06-05"	"Dytiscidae Gen. sp."	17756	"Coleoptera"	"Dytiscidae"	"Dytiscidae"	0.8	1	-0.81	0	1	0
"S73"	"2018-06-05"	"Ephemera danica"	5124	"Ephemeroptera"	"Ephemeridae"	"Ephemera"	12.8	2	-0.3	1	0	0
"S73"	"2018-06-05"	"Erpobdella octoculata"	5159	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	0.8	1	-0.41	1	1	0
"S73"	"2018-06-05"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	70.4	0.58	0.16	0	1	0
"S73"	"2018-06-05"	"Glossiphonia complanata"	5304	"Hirudinea"	"Glossiphoniidae"	"Glossiphonia"	0.8	1	-0.6	1	1	0
"S73"	"2018-06-05"	"Hydropsyche dinarica"	5594	"Trichoptera"	"Hydropsychidae"	"Hydropsyche"	0.8	1	-1.03	1	1	0
"S73"	"2018-06-05"	"Isoperla sp."	5673	"Plecoptera"	"Perlodidae"	"Isoperla"	4.8	1	0.38	1	1	1
"S73"	"2018-06-05"	"Chaetopteryx fusca/villosa"	8826	"Trichoptera"	"Limnephilidae"	"Chaetopteryx"	33.6	1	-0.06	1	1	1
"S73"	"2018-06-05"	"Halesus sp."	5378	"Trichoptera"	"Limnephilidae"	"Halesus"	0.8	1	-0.06	1	1	1
"S73"	"2018-06-05"	"Eloeophila sp."	9654	"Diptera"	"Limoniidae"	"Eloeophila"	1.6	1	-0.35	0	1	0
"S73"	"2018-06-05"	"Amphinemura sp."	4293	"Plecoptera"	"Nemouridae"	"Amphinemura"	2.4	1	0.25	1	0	0
"S73"	"2018-06-05"	"Rhithrogena picteti"	6739	"Ephemeroptera"	"Heptageniidae"	"Rhithrogena"	0.8	0.75	-0.3	1	1	1
"S73"	"2018-06-05"	"Elodes sp."	17791	"Coleoptera"	"Scirtidae"	"Elodes"	8.8	1	-1.15	1	1	0
"S73"	"2018-06-05"	"Sialis fuliginosa"	6821	"Megaloptera"	"Sialidae"	"Sialis"	0.8	2	-0.06	1	1	1
"S74"	"2018-06-05"	"Asellus aquaticus"	8691	"Crustacea"	"Asellidae"	"Asellus"	21.6	0.5	-0.46	1	1	0
"S74"	"2019-06-04"	"Asellus aquaticus"	8691	"Crustacea"	"Asellidae"	"Asellus"	21.6	0.5	-0.46	1	1	0
"S74"	"2019-06-04"	"Baetis vernus"	4427	"Ephemeroptera"	"Baetidae"	"Baetis"	15.2	0.5	-0.25	1	1	1
"S74"	"2019-06-04"	"Baetis sp."	4419	"Ephemeroptera"	"Baetidae"	"Baetis"	0.8	0.5	0.02	0	1	0
"S74"	"2018-06-05"	"Ceratopogonidae Gen. sp."	4585	"Diptera"	"Ceratopogonidae"	"Ceratopogonidae"	4.8	0.33	-0.35	1	1	0
"S74"	"2019-06-04"	"Ceratopogoninae/Palpomyiinae Gen. sp."	14768	"Diptera"	"Ceratopogonidae"	"Ceratopogoninae/Palpomyiinae"	76	0.33	-0.35	1	1	0
"S74"	"2019-06-04"	"Chironomidae Gen. sp."	4642	"Diptera"	"Chironomidae"	"Chironomidae"	141.6	0.42	-0.39	0	1	0
"S74"	"2019-06-04"	"Prodiamesa olivacea"	6583	"Diptera"	"Chironomidae"	"Prodiamesa"	24.8	0.42	-0.39	0	1	0
"S74"	"2018-06-05"	"Orthocladiinae Gen. sp."	6208	"Diptera"	"Chironomidae"	"Orthocladiinae"	4	0.42	-0.39	0	1	0
"S74"	"2019-06-04"	"Tanytarsini Gen. sp."	6977	"Diptera"	"Chironomidae"	"Tanytarsini"	100.8	0.42	-0.39	0	1	0
"S74"	"2018-06-05"	"Tanytarsini Gen. sp."	6977	"Diptera"	"Chironomidae"	"Tanytarsini"	1.6	0.42	-0.39	0	1	0
"S74"	"2019-06-04"	"Dicranota sp."	4955	"Diptera"	"Pediciidae"	"Dicranota"	20					
"S74"	"2018-06-05"	"Dixa sp."	4989	"Diptera"	"Dixidae"	"Dixa"	0.8	0.5	-0.35	1	1	1
"S74"	"2019-06-04"	"Colymbetinae Gen. sp."	17652	"Coleoptera"	"Dytiscidae"	"Colymbetinae"	0.8	1	-0.81	0	1	0
"S74"	"2019-06-04"	"Platambus maculatus"	18649	"Coleoptera"	"Dytiscidae"	"Platambus"	0.8	1	-0.81	0	1	0
"S74"	"2019-06-04"	"Erpobdella vilnensis"	5157	"Hirudinea"	"Erpobdellidae"	"Erpobdella"	1.6	1	-0.41	1	1	0
"S74"	"2018-06-05"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	31.2	0.58	0.16	0	1	0
"S74"	"2018-06-05"	"Gammarus roeselii"	5292	"Crustacea"	"Gammaridae"	"Gammarus"	62.4	0.58	0.16	0	1	0
"S74"	"2019-06-04"	"Gammarus pulex"	5291	"Crustacea"	"Gammaridae"	"Gammarus"	32	0.58	0.16	0	1	0
"S74"	"2019-06-04"	"Gammarus roeselii"	5292	"Crustacea"	"Gammaridae"	"Gammarus"	86.4	0.58	0.16	0	1	0
"S74"	"2019-06-04"	"Glossiphonia complanata"	5304	"Hirudinea"	"Glossiphoniidae"	"Glossiphonia"	1.6	1	-0.6	1	1	0
"S74"	"2019-06-04"	"Hagenella clathrata"	5374	"Trichoptera"	"Phryganeidae"	"Hagenella"	2.4	1	-0.06	1	1	1
"S74"	"2018-06-05"	"Hydrobia/Potamopyrgus sp."	12927	"Gastropoda"	"Hydrobiidae"	"Hydrobia/Potamopyrgus"	1.6	0.75	-1.82	1	1	0
"S74"	"2019-06-04"	"Libellulidae Gen. sp."	8411	"Odonata"	"Libellulidae"	"Libellulidae"	0.8	1.5	-0.96	1	1	0
"S74"	"2019-06-04"	"Limnephilus borealis"	5820	"Trichoptera"	"Limnephilidae"	"Limnephilus"	8.8	1	-0.06	1	1	1
"S74"	"2018-06-05"	"Limoniidae Gen. sp."	8483	"Diptera"	"Limoniidae"	"Limoniidae"	4	1	-0.35	0	1	0
"S74"	"2018-06-05"	"Radix balthica"	16959	"Gastropoda"	"Lymnaeidae"	"Radix"	1.6	1	-0.64	1	1	0
"S74"	"2019-06-04"	"Lype reducta"	5921	"Trichoptera"	"Psychomyiidae"	"Lype"	1.6	0.5	-0.06	1	1	1
